1718281369,819042759,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-1.1081580097993537e-11,-1.1081580097993537e-11,-1.1081580097993537e-11,1.1081580097993537e-11,1.1081580097993537e-11,1.1081580097993537e-11,0.0,0.0,0.0,0.0,0.0,0.0
1718281369,867979230,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-1.0527501613510903e-11,-1.0527501613510903e-11,-1.0527501613510903e-11,1.0527501613510903e-11,1.0527501613510903e-11,1.0527501613510903e-11,0.0,0.0,0.0,0.0,0.0,0.0
1718281369,919366230,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-1.0001126662939619e-11,-1.0001126662939619e-11,-1.0001126662939619e-11,1.0001126662939619e-11,1.0001126662939619e-11,1.0001126662939619e-11,0.0,0.0,0.0,0.0,0.0,0.0
1718281369,969000107,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-9.501070069584117e-12,-9.501070069584117e-12,-9.501070069584117e-12,9.501070069584117e-12,9.501070069584117e-12,9.501070069584117e-12,0.0,0.0,0.0,0.0,0.0,0.0
1718281370,19367725,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-9.026016913049606e-12,-9.026016913049606e-12,-9.026016913049606e-12,9.026016913049606e-12,9.026016913049606e-12,9.026016913049606e-12,0.0,0.0,0.0,0.0,0.0,0.0
1718281370,68678210,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-8.57471559034817e-12,-8.57471559034817e-12,-8.57471559034817e-12,8.57471559034817e-12,8.57471559034817e-12,8.57471559034817e-12,0.0,0.0,0.0,0.0,0.0,0.0
1718281370,118922833,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-8.14597955062224e-12,-8.14597955062224e-12,-8.14597955062224e-12,8.14597955062224e-12,8.14597955062224e-12,8.14597955062224e-12,0.0,0.0,0.0,0.0,0.0,0.0
1718281370,168524728,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-7.738681223612431e-12,-7.738681223612431e-12,-7.738681223612431e-12,7.738681223612431e-12,7.738681223612431e-12,7.738681223612431e-12,0.0,0.0,0.0,0.0,0.0,0.0
1718281370,218601350,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-7.351746815487115e-12,-7.351746815487115e-12,-7.351746815487115e-12,7.351746815487115e-12,7.351746815487115e-12,7.351746815487115e-12,0.0,0.0,0.0,0.0,0.0,0.0
1718281370,269888493,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-6.984159344608498e-12,-6.984159344608498e-12,-6.984159344608498e-12,6.984159344608498e-12,6.984159344608498e-12,6.984159344608498e-12,0.0,0.0,0.0,0.0,0.0,0.0
1718281370,319784879,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-6.634951702638725e-12,-6.634951702638725e-12,-6.634951702638725e-12,6.634951702638725e-12,6.634951702638725e-12,6.634951702638725e-12,0.0,0.0,0.0,0.0,0.0,0.0
1718281370,368963833,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-6.3032040524546584e-12,-6.3032040524546584e-12,-6.3032040524546584e-12,6.3032040524546584e-12,6.3032040524546584e-12,6.3032040524546584e-12,0.0,0.0,0.0,0.0,0.0,0.0
1718281370,418848865,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-5.988043828147882e-12,-5.988043828147882e-12,-5.988043828147882e-12,5.988043828147882e-12,5.988043828147882e-12,5.988043828147882e-12,0.0,0.0,0.0,0.0,0.0,0.0
1718281370,469962755,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-5.68864139821601e-12,-5.68864139821601e-12,-5.68864139821601e-12,5.68864139821601e-12,5.68864139821601e-12,5.68864139821601e-12,0.0,0.0,0.0,0.0,0.0,0.0
1718281370,519587450,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-5.404209631881818e-12,-5.404209631881818e-12,-5.404209631881818e-12,5.404209631881818e-12,5.404209631881818e-12,5.404209631881818e-12,0.0,0.0,0.0,0.0,0.0,0.0
1718281370,569148771,,DC1,DC2,DC3,DC4,DC5,DC6,-2.0,0.0,0.0,2.0,0.0,0.0,-5.1339991286036835e-12,-5.1339991286036835e-12,-5.1339991286036835e-12,5.1339991286036835e-12,5.1339991286036835e-12,5.1339991286036835e-12,0.0,0.0,0.0,0.0,0.0,0.0
